,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardTimeCoverageInRiverOrEnemyHalf,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestDragonTakedown,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,highestChampionDamage,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,teleportTakedowns,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
189,2186,CLASSIC,1668175824833,0,0,14,0,0,32,1,111,0,0,6,72,398,72,40118,0,6,1,0,0,0,0,True,False,False,False,False,False,0,8888,7375,0,0,0,2,3190,3860,3047,3075,1028,0,3364,23,0,1,BOTTOM,26,0,1,777,22628,6356,6774,0,4,0,1,0,0,0,0,0,13990,2902,15650,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,38,20,42,11,7,3,4,4,90,False,UTILITY,80,,44812,9531,565,23681,,835,0,56,546,222,1,0,8194,272,1256,1,1,10,0,0,48,2,6,16,False,1,111,0,4,0,0,0,0,1,,1,261.521235593257,0.18390918076981772,0,6,2,0,1,405.61000897154196,0,565.3143920898438,0,0,105,0,0,0,0,0,,,0,1,2186.7381275327502,0,243.89272085381998,0,,13,0,0,0,0,0,2.5,0,0.6,0,0,0,0,0,0,7,3,16,0,0,0,45,0,1,,-122.00000008940697,0,0,0,0,3190,0,0,0,0,0,12,,0,0,0,0,0,0,0,14,16,0,0,0,15,0,0,0,15,0,0,5,0,0,0,0.08850544078013882,0,0,,0,0,0,2,,0,0.06721723079681396,1.3273985568372528,6,2,0,5002,5002,5005,8300,8400,8351,94,1236,0,8306,1,0,0,8316,1277,0,0,8347,0,0,0,8473,542,0,0,8242,92,0,0
190,1558,CLASSIC,1668173381799,0,0,2,0,0,1,0,110,0,0,4,0,239,0,7887,0,9,1,0,0,0,0,False,False,False,False,False,True,0,7359,6925,0,0,0,0,3115,3020,4635,1026,1055,0,3340,19,0,2,MIDDLE,0,0,1,485,19815,6249,12395,0,0,0,0,0,0,0,0,0,32537,4199,6265,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,24,10,17,7,1,12,3,4,90,False,MIDDLE,15,,55480,10736,0,18976,,891,0,121,135,241,1,0,3127,287,315,0,0,7,0,0,14,1,1,9,False,0,58,0,0,0,0,800,0,0,0.042561426990006354,1,413.25681613364486,0.21172318652863006,0,9,2,0,0,,0,0,0,0,12,0,0,0,0,0,,,0,0,1558.76739318361,0,283.2629153166665,0,,1,0,0,0,0,0,0.4444444444444444,2,0.3333333333333333,0,1,0,0,0,0,0,7,50,0,0,0,7,0,1,,-112.25000002980232,0,0,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,0,0,16,34,0,0,1,8,0,0,0,4,0,0,1,0,0,0,0.22031287683910006,0,0,,0,0,0,5,,0,-0.21895021200180054,0.5498592200054316,1,1,0,5003,5008,5007,8100,8200,9923,37,82,0,8126,287,0,0,8138,8,0,0,8106,3,0,0,8226,250,157,0,8237,401,0,0
191,1918,CLASSIC,1668028652134,0,0,6,0,0,1,0,79,0,0,7,3673,6481,3673,20024,0,6,3,0,0,0,0,False,False,False,False,False,False,0,10026,8825,0,0,0,0,6656,3211,0,3158,3003,1028,3340,22,1,2,TOP,0,2,1,523,74613,10521,11574,0,1,0,0,0,0,0,0,0,15534,1787,14397,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,201,61,63,5,5,12,5,4,90,False,TOP,32,,90148,12309,0,28809,,9693,0,145,320,197,1,0,0,0,2837,2,5,3,0,0,28,3,0,12,True,0,330,0,0,1,0,150,0,0,0.1774761698229013,3,384.98560918028215,0.2630215324628407,0,6,17,0,1,1864.3074933720782,0,0,0,0,46,1.2000000178813934,0,0,0,0,,,0,0,1918.4198209643807,0,313.5712436290915,0,,5,0,0,0,0,0,1.3333333333333333,0,0.24242424242424243,0,0,0,0,1,1,6,2,55,0,0,0,1,2,1,,-110.00000005960464,0,0,0,0,6656,0,0,0,0,0,7,1,0,0,0,0,0,0,0,88,7,0,0,1,9,0,0,0,8,0,0,2,0,0,1,0.11122444012964722,0,1,,0,1,0,6,,0,0.40796923637390137,0.891746644543843,0,0,1,5002,5008,5008,8200,8300,8230,10,0,0,8226,250,1099,0,8210,6,0,0,8237,675,0,0,8345,3,0,0,8347,0,0,0
192,2398,CLASSIC,1668014698788,0,0,9,0,0,9,3,142,0,0,3,5606,16204,5606,4918,0,0,0,0,0,0,0,False,False,False,False,False,False,0,13165,11450,0,0,0,0,3020,6655,1056,4645,3089,0,3340,14,1,3,MIDDLE,0,3,1,2393,113458,20536,5375,0,6,1,0,1,0,0,0,0,32739,1414,2925,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,239,9,51,26,5,14,3,4,90,False,MIDDLE,51,,169470,26654,148,8468,,1476,0,195,159,0,1,0,23271,4703,167,2,4,2,0,0,20,0,0,14,True,0,325,0,0,1,0,0,1,0,,0,666.8343204365754,0.05977294982084778,0,0,0,0,3,1390.0825595686356,0,148.7891845703125,0,0,29,6.4000000059604645,0,0,0,0,,,0,2,2398.30538821541,0,329.3682319817232,0,,5,0,0,0,0,0,12,1,0.375,0,0,0,0,0,0,0,8,60,0,0,0,40,6,2,,-103.00000005960464,0,0,0,0,6655,0,0,0,0,0,8,1,0,0,0,0,0,0,0,8,71,0,0,0,14,0,0,0,12,1,0,0,0,0,1,0.1920165149305132,0,0,,0,1,0,9,,0,-0.11458426713943481,0.5110634182034701,0,0,0,5003,5008,5005,8100,8300,8112,1259,0,0,8139,912,0,0,8138,30,0,0,8135,400,4,0,8316,4278,0,0,8347,0,0,0
193,1326,CLASSIC,1668012979729,0,0,5,0,0,3,0,15,0,0,4,5112,6882,5112,4928,0,3,1,1,0,0,0,False,False,False,False,False,False,0,9272,7475,0,0,1,0,3006,6672,1055,3046,0,0,3340,14,1,6,BOTTOM,321,6,2,679,0,0,1703,0,16,0,0,0,0,0,0,0,80460,9825,8096,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,CARRY,0,48,29,5,4,2,7,3,4,89,False,BOTTOM,2,,89768,10876,0,10170,,2125,220,115,60,29,2,0,9308,1050,370,1,5,0,0,0,13,1,1,7,True,0,86,0,4.000000029802322,0,0,0,1,0,,1,492.0594733085484,0.13747574547718178,5,3,1,0,0,,0,220,0,0,0,9.500000029802322,0,0,0,0,,626.0418932835489,0,0,1326.1909181419335,0,419.507967246129,0,,0,0,0,0,0,0,3.6666666666666665,3,0.4230769230769231,0,1,0,0,0,0,0,17,46,0,0,0,0,4,1,,-100.00000005960464,0,0,1,0,6672,0,0,0,0,0,11,1,0,0,0,0,0,0,0,10,46,0,0,0,6,0,3,0,11,0,0,7,0,1,0,0.13769513543678114,0,2,,0,4,5,4,,0,0.48399388790130615,0.6081766152968687,2,2,0,5002,5008,5005,8000,8300,8008,35,4,0,8009,1696,0,0,9103,20,50,0,8014,231,0,0,8304,9,4,5,8345,3,0,0
194,1880,CLASSIC,1667930394033,0,0,3,0,0,7,3,711,0,0,6,0,0,0,13606,0,6,2,1,0,0,0,False,False,False,False,False,False,0,13156,12300,0,0,0,4,6655,3157,4645,1056,3020,4630,3340,20,1,7,MIDDLE,0,3,2,759,120525,14160,7288,0,0,0,1,0,0,0,0,0,15972,830,12469,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,89,20,55,14,3,14,3,4,89,False,MIDDLE,28,,166832,15864,0,21384,,1142,0,214,678,221,1,0,30334,874,1625,0,0,11,0,0,20,2,1,11,False,0,178,0,0,0,0,1525,0,0,0.2510054820554475,2,505.95116382677105,0.19625591640847578,0,6,8,0,0,,0,0,0,0,30,0,0,0,0,0,,,0,0,1881.3499007997227,0,419.6021259167073,0,,6,0,0,0,0,0,1.6666666666666667,0,0.625,0,0,0,0,1,0,0,3,76,0,0,0,17,0,1,,-93.00000002980232,0,0,1,0,6655,0,1,0,0,0,10,1,0,0,0,0,0,0,0,40,53,0,0,0,9,0,0,0,10,0,0,1,0,0,0,0.24371924708032686,0,0,,0,0,0,10,,0,0.938159704208374,0.6614748061400431,1,1,0,5003,5008,5005,8100,8200,8112,998,0,0,8139,674,0,0,8138,30,0,0,8106,5,0,0,8226,250,588,0,8210,17,0,0
195,2417,CLASSIC,1667927433444,0,0,25,0,0,22,0,201,0,0,4,327,732,327,55270,0,7,1,0,0,0,0,False,False,False,False,False,False,0,10678,10225,0,0,0,2,3190,3860,3075,3047,3050,1057,3364,23,0,2,BOTTOM,0,0,1,989,17178,9691,18072,0,0,0,1,0,0,0,0,0,7993,2208,14951,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,76,38,34,10,7,14,4,4,89,False,UTILITY,42,,39545,13251,3151,39626,,5882,1354,46,179,306,5,0,14372,1351,6602,0,1,10,0,0,43,1,4,17,False,1,158,0,0,0,1,150,0,1,,1,328.8709395837075,0.17623278050171648,0,7,2,0,1,1876.1863598607893,0,4506.0458984375,0,0,26,0,0,0,0,0,,856.2388957421371,0,3,2417.6034304678305,0,265.0168575987324,0,,17,0,0,0,0,0,3.857142857142857,2,0.574468085106383,0,0,0,0,0,0,1,8,23,0,0,0,29,0,2,,-121.00000011920929,0,0,0,0,3190,0,1,0,0,0,21,,0,0,0,0,0,2,0,12,54,0,0,0,16,0,1,0,27,0,0,6,0,0,0,0.07126357968356054,0,0,,0,0,0,1,,0,-0.028060317039489746,1.0897653139159797,4,2,0,5003,5002,5005,8400,8300,8465,4016,0,0,8463,2271,0,0,8473,1062,0,0,8242,116,0,0,8313,0,0,0,8316,656,0,0
196,1104,ARAM,1667925928036,0,0,21,0,0,20,0,32,0,0,1,0,0,0,25926,0,8,0,0,0,0,0,True,False,False,False,False,False,0,10001,9200,0,0,0,2,2051,3068,3121,3047,3076,1028,0,16,0,1,NONE,0,0,1,308,20233,9681,11172,0,0,0,1,0,0,0,0,0,3968,1012,12132,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,26,20,31,6,22,32,3,4,89,False,,43,,29667,12031,0,24292,,2004,290,6,189,200,5,0,5464,1338,987,0,0,4,0,0,0,0,0,0,False,1,83,2,0,0,0,300,0,0,,0,653.2036854179717,0.19824703454424297,0,8,15,0,0,,0,290.7222900390625,0,0,52,0,0,0,0,0,,,1,11,1105.1676919322206,0,543.0064663542523,0,,19,0,0,0,0,0,2.75,4,0.55,0,0,0,0,1,0,0,7,3,0,0,0,1,0,1,,-24,0,0,0,0,3068,0,0,0,0,0,18,,0,0,0,0,0,0,0,82,15,7,0,0,0,0,0,0,22,0,2,17,0,0,0,0.14000398043201984,0,0,,0,0,0,0,,0,-1,0,0,0,0,5003,5002,5007,8400,8100,8439,738,889,0,8463,819,0,0,8429,56,14,12,8451,265,0,0,8126,407,0,0,8106,5,0,0
197,2102,CLASSIC,1667845010722,0,0,11,0,0,23,0,57,0,0,4,1080,4002,1080,44091,0,7,1,0,0,0,0,False,False,False,False,False,False,0,10124,9725,0,0,0,1,1054,3068,3047,3110,3211,3067,3340,19,1,3,JUNGLE,0,3,1,438,82530,15562,22195,0,6,0,1,0,0,0,0,0,18464,2172,15038,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,NONE,0,117,33,72,6,4,12,5,4,89,False,TOP,80,,106099,17735,0,39035,,8502,0,154,989,232,1,0,5105,0,1802,1,1,9,0,0,16,1,1,10,False,0,228,0,6.000000059604645,0,0,150,0,0,0.03265174335549787,1,506.0580136107459,0.2429917913812366,0,7,8,0,0,,0,0,0,0,118,0,0,0,0,0,,891.5865226048816,0,1,2102.772207814523,0,288.89753291745234,0,,8,0,0,0,0,0,2,1,0.4,0,2,0,0,1,0,4,4,56,0,0,0,11,0,1,,-110.00000005960464,0,0,0,0,3068,0,2,0,0,0,12,1,0,0,0,0,0,0,0,46,31,0,0,1,9,0,0,0,14,0,0,0,0,0,0,0.14860459383991506,0,1,,0,0,0,7,,0,-0.18901163339614868,0.48156877331505166,1,0,0,5002,5002,5005,8400,8300,8437,899,739,0,8446,613,0,0,8444,1933,0,0,8242,85,0,0,8345,3,0,0,8347,0,0,0
198,1176,CLASSIC,1667843387103,0,0,4,0,0,12,1,57,0,0,3,4225,4277,4225,13095,0,0,1,0,0,0,0,False,False,False,False,False,True,0,6637,6525,0,0,0,0,3068,3070,3067,1054,3047,1028,3340,14,0,1,NONE,0,0,1,0,32595,7558,1287,0,0,0,0,0,0,0,0,0,18991,2203,11900,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,47,13,24,4,2,12,2,4,89,False,TOP,35,,67621,9762,0,13461,,4765,0,108,243,0,1,0,16035,0,274,1,2,1,0,0,15,1,1,6,True,0,88,0,0,0,0,0,0,0,,1,497.74576562836694,0.22323875826669454,0,0,2,0,0,,0,0,0,0,57,0.4000000059604645,0,0,0,0,,918.3557786614156,0,0,1176.7661556182381,0,338.4449033574223,0,,4,0,0,0,0,0,5,0,0.19230769230769232,0,0,0,0,0,0,4,1,55,0,0,0,16,1,2,,-93.00000005960464,0,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0,0,11,16,0,0,1,5,0,3,1,5,0,0,2,0,0,0,0.18947007712041017,0,0,,0,2,0,4,,0,2.163074493408203,0.8045012171832379,1,1,0,5002,5002,5005,8400,8300,8437,691,501,0,8446,1771,0,0,8444,981,0,0,8242,11,0,0,8345,3,0,0,8347,0,0,0
199,1394,CLASSIC,1667841589135,0,0,2,0,0,12,0,126,0,0,6,3780,3780,3780,9282,0,6,2,0,0,0,0,False,False,False,False,False,True,0,9866,8900,0,0,0,1,6692,3158,3004,1055,3133,1036,3340,19,1,7,TOP,0,3,1,576,5892,3112,9424,0,4,0,0,0,0,0,0,0,72550,10605,4920,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,69,24,43,47,3,12,3,4,89,False,TOP,7,,79214,14001,0,15098,,1597,0,136,101,181,1,0,771,283,753,0,0,7,0,0,12,2,0,7,False,0,183,0,4,0,0,750,0,0,0.18806296411594853,2,602.3940445835913,0.22579537932086785,0,6,2,0,0,,0,0,0,0,9,0,0,0,0,0,,,0,0,1394.6004795220442,0,424.4704823879941,0,,2,0,0,0,0,0,1.5,1,0.45,0,2,0,0,1,0,4,6,57,0,0,0,34.19999995827675,0,1,,-110.00000008940697,0,0,0,0,6692,0,2,0,0,0,5,1,0,0,0,0,0,0,0,19,15,0,0,3,5,0,0,0,9,0,0,3,0,0,0,0.27452646141291637,0,0,,0,4,0,6,,0,-0.3969067931175232,0.5401856881730493,0,0,0,5002,5008,5008,8200,8300,8230,10,0,0,8226,250,339,0,8233,14,30,0,8236,14,0,0,8304,10,3,0,8345,3,0,0
200,628,CLASSIC,1667750758874,0,0,0,0,0,10,0,111,0,0,4,0,0,0,1724,0,0,1,0,0,0,0,False,False,False,False,False,True,0,2124,1725,0,0,0,0,0,0,3858,1029,1028,1033,3340,8,0,0,NONE,0,0,0,0,1804,248,491,0,0,0,0,0,0,0,0,0,2686,48,847,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,3,2,5,0,0,14,0,4,89,False,UTILITY,2,,6360,296,0,1339,,0,0,21,72,0,0,0,1869,0,0,0,0,0,0,0,4,1,1,3,False,0,10,0,0,0,0,0,0,0,,1,28.322947660479258,0.06364384077190575,0,0,2,0,0,,0,0,0,0,4,0,0,0,0,0,,,0,0,628.7441472093183,0,202.74350784990222,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,,0,0,4,0,2,,-131.00000008940697,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0.02804069001400789,0,0,,0,0,0,0,,0,-0.11096709966659546,0.3863894897663139,1,1,0,5002,5002,5005,8300,8400,8351,7,34,0,8306,0,0,0,8316,96,0,0,8347,0,0,0,8473,157,0,0,8242,0,0,0
201,1224,CLASSIC,1667749057556,0,0,1,0,0,2,0,201,0,0,3,2001,5646,2001,10483,0,4,1,0,0,0,0,False,False,False,False,False,True,0,6750,6625,0,0,0,0,6672,3047,1053,1042,1042,1054,3340,15,1,4,TOP,268,4,1,929,9526,3177,3089,0,0,0,0,0,0,0,0,0,27066,4887,8794,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,44,7,15,5,3,14,2,4,89,False,TOP,24,,42315,9278,0,12166,,189,0,85,85,143,1,0,5721,1213,281,0,1,5,0,0,9,1,0,5,False,0,71,0,0,0,0,0,0,0,0.093264575135699,1,454.67651161709097,0.18622285726260626,0,4,3,0,0,,0,0,0,0,18,0,0,0,0,0,,,0,0,1224.4673493,0,330.7563503379894,0,,3,0,0,0,0,0,1.25,0,0.35714285714285715,0,0,0,0,1,0,0,4,49,1,0,0,6.5999999940395355,0,2,,-120.00000011920929,0,0,0,0,6672,0,0,0,0,0,3,1,0,0,0,0,1,0,0,21,19,0,0,2,4,0,7,0,5,0,0,5,0,0,0,0.20333970511577473,0,1,,0,3,5,3,,0,0.8382635116577148,0.454539015856244,0,0,0,5002,5008,5005,8000,8400,8008,33,7,0,9111,190,100,0,9104,0,0,0,8014,210,0,0,8473,468,0,0,8451,114,0,0
202,1378,CLASSIC,1667683835756,0,0,8,0,0,3,1,711,0,0,6,292,1366,292,5824,0,3,3,1,0,0,0,True,False,False,False,False,True,0,8571,7375,0,0,0,0,0,6656,4645,1056,0,3020,3340,18,2,7,MIDDLE,0,3,2,864,46427,13455,5197,0,0,0,0,0,0,0,0,0,10563,637,4552,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,71,10,39,18,3,14,2,4,89,False,MIDDLE,26,,58129,15231,0,10015,,186,0,112,342,104,1,0,1138,1138,265,0,0,2,0,0,18,3,2,8,True,0,138,0,0,0,0,0,0,0,0.40298898940930244,3,662.7622363107731,0.19068809409052498,0,3,0,0,1,800.252540827153,0,0,0,0,25,0,0,0,0,0,,978.7163423797614,0,1,1378.8801140145697,0,372.96613440903246,0,,7,0,0,0,0,0,5,2,0.5769230769230769,0,1,0,0,0,0,0,12,65,0,0,0,3,0,1,,-107.00000005960464,0,0,1,0,6656,0,1,0,0,0,11,1,0,0,0,0,0,0,0,2,75,0,0,1,5,0,0,0,15,0,0,7,1,0,0,0.21575486436903993,0,0,,0,1,0,5,,0,1.2600369453430176,0.8246596695358659,2,2,0,5003,5008,5005,8300,8200,8369,624,468,0,8304,10,3,0,8345,3,0,0,8347,0,0,0,8226,250,540,0,8210,14,0,0
203,1891,CLASSIC,1667681497114,0,0,6,0,0,25,0,112,0,0,6,0,0,0,12831,0,7,2,0,0,0,0,False,False,False,False,False,False,0,11552,10750,0,0,0,2,3020,3157,1056,0,6655,4645,3340,18,1,5,MIDDLE,0,2,1,386,101276,16654,12032,0,8,0,1,0,0,0,0,0,11160,366,8355,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SOLO,0,63,16,75,11,3,14,4,4,89,False,MIDDLE,12,,113656,18175,0,21333,,1128,0,192,197,209,1,0,1219,1153,946,0,0,10,0,0,21,2,1,11,False,0,165,0,8.200000017881393,0,0,300,0,0,0.32798636906275797,2,576.3756249077298,0.16933519959617188,0,7,3,0,0,,0,0,0,0,4,0,0,0,0,0,,,0,0,1892.0177111923788,0,366.3609604079282,0,,1,0,0,0,0,0,1.5714285714285714,2,0.4782608695652174,0,0,0,0,2,0,0,3,55,0,0,0,6,0,1,,-117.00000008940697,0,0,0,0,6655,0,1,0,0,0,6,1,0,0,0,0,0,0,0,20,57,0,0,3,9,0,0,0,11,0,0,1,0,0,0,0.20625226367722332,0,0,,0,0,0,9,,0,0.1343165636062622,0.696567704597487,1,0,0,5003,5008,5005,8300,8200,8369,589,477,0,8304,12,0,0,8345,3,0,0,8347,0,0,0,8226,250,727,0,8210,14,0,0
204,753,ARAM,1667680301781,0,0,5,0,0,12,0,117,0,0,2,0,0,0,5877,0,5,0,0,0,0,0,False,False,False,False,False,False,0,7336,7200,0,0,0,1,3158,2065,3040,3916,1004,0,0,15,0,1,NONE,0,0,1,293,11260,6453,7119,0,0,0,1,0,0,0,0,0,1513,912,2943,0,rWaB3oRKwIFWz050lP6b5TXQdjdYqlbra89TI1jN2sUuRTmVq0pRE4OdifYAiVxK57SJBvYHE0X6tg,0,SUPPORT,0,38,16,33,3,2,3,2,4,89,False,,28,,12774,7366,3008,10328,,1023,0,7,269,90,1,0,0,0,265,0,0,4,0,0,0,0,0,0,False,0,90,0,0,0,0,550,0,0,,0,586.6236284414531,0.14386629013996952,0,5,13,0,0,,0,3008.00927734375,0,0,3,0,0,0,0,0,,,0,0,753.4515638394324,0,584.1974890539257,0,,0,0,0,0,0,0,1.2,0,0.75,0,0,0,0,0,0,0,34,5,,0,0,0,0,2,,-26,0,0,0,0,2065,0,0,0,0,0,4,,0,0,0,0,0,0,0,69,77,0,0,1,0,0,0,0,6,0,0,6,0,0,0,0.18439261706318813,0,0,,0,0,0,0,,0,-1,0,0,0,0,5002,5008,5008,8200,8000,8214,402,669,0,8226,250,111,0,8210,0,0,0,8237,316,0,0,8009,970,0,0,8014,126,0,0
