,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
267,1210,CLASSIC,1672345246355,0,0,2,0,0,0,0,18,0,0,1,338,338,338,4459,0,5,0,0,0,0,0,False,False,False,False,False,True,0,5817,5200,0,0,0,0,1055,6671,2015,1018,0,0,3340,11,0,2,BOTTOM,290,0,1,390,9083,1636,3932,0,0,0,0,0,0,0,0,0,32244,5180,7457,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,DUO,0,8,15,11,5,2,4,1,7,43,False,BOTTOM,1,,44502,6817,0,11593,,1688,163,84,10,101,2,0,3175,0,204,0,0,1,0,0,7,0,1,5,True,0,39,0,0,0,0,150,0,0,0,337.8263145915981,0.20498044803011953,0,5,4,0,0,0,163.99996948242188,0,0,3,0,0,0,0,0,,0,0,1210.7818631709038,0,288.2630412015924,0,1,0,0,0,0,0,0.8,0,0.26666666666666666,0,1,0,0,0,0,1,0,19,0,0,0,1,3,0,,0,0,0,0,0,6671,0,0,0,0,0,4,1,0,0,0,0,0,0,0,22,0,0,0,0,5,1,0,0,4,0,0,2,0,0,0,0.14213141524253786,0,2,0,0,0,0,2,0,-0.5509979724884033,0.39536103811162465,1,1,0,5002,5008,5005,8100,8000,9923,30,83,0,8139,285,0,0,8138,4,0,0,8135,160,2,0,9111,78,80,0,9103,0,0,0
268,974,CLASSIC,1672341498407,0,0,0,0,0,0,0,18,0,0,1,0,0,0,2506,0,2,0,0,0,0,0,False,False,False,False,False,True,0,4046,3900,0,0,0,0,1055,6672,0,0,0,0,3340,6,0,0,NONE,275,0,0,794,7219,179,2825,0,0,0,0,0,0,0,0,0,22603,3039,3325,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,7,6,10,0,1,4,1,7,43,False,BOTTOM,0,,29823,3219,0,6354,,901,178,86,0,55,2,0,0,0,203,0,0,1,0,0,6,0,0,4,False,0,23,0,0,0,0,0,0,0,0,198.22193978213238,0.1322386155927547,0,2,2,0,0,0,178,0,0,0,0,0,0,0,0,,0,0,974.5088430445132,0,249.1478792177026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,1,,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.20583472099098313,0,0,0,0,0,0,2,0,1.1767444610595703,0.4298625514025874,0,0,0,5002,5008,5005,8100,8000,9923,27,81,0,8139,253,0,0,8138,0,0,0,8135,0,0,0,9111,0,0,0,9103,0,0,0
269,1198,CLASSIC,1672261498376,0,0,1,0,0,0,0,18,0,0,1,971,1507,971,6526,0,7,0,0,0,0,0,False,False,False,False,False,True,0,6146,5700,0,0,0,0,1055,6672,3047,2015,0,0,3340,10,0,2,NONE,290,0,1,286,8436,1001,3883,0,1,0,0,0,0,0,0,0,33830,5682,9451,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,12,11,15,5,2,4,2,7,42,False,BOTTOM,3,,50678,7157,0,14592,,2321,0,72,19,141,1,0,8411,474,1257,0,0,6,0,0,3,0,0,3,False,0,43,0,0,0,0,825,0,0,0,358.2992442359907,0.17476031168588632,0,7,5,0,0,0,0,0,0,5,0,0,0,0,0,,0,0,1198.6374394610993,0,307.6534319174901,0,1,0,0,0,0,0,0.42857142857142855,2,0.2727272727272727,0,0,0,0,0,0,1,0,42,0,0,0,1,0,1,,0,0,0,0,0,6672,0,0,0,0,0,3,1,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,3,0,0,1,1,0,0,0.1527728039334049,0,2,0,0,1,0,3,0,-0.3636001944541931,0.17662102141419528,0,0,1,5002,5008,5005,8100,8000,9923,34,94,0,8139,364,0,0,8138,3,0,0,8135,160,2,0,9111,246,60,0,9103,0,0,0
270,2813,CLASSIC,1672258286536,0,0,6,0,0,0,0,18,0,0,1,3970,8783,3970,15720,0,16,0,0,0,0,0,False,True,False,False,False,True,0,15480,12800,0,0,0,3,1055,6672,3006,3094,3095,3033,3340,15,3,6,BOTTOM,536,2,1,542,39867,3043,32719,0,0,0,0,0,0,1,0,0,142251,9954,10901,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,23,22,22,9,4,4,6,7,42,False,BOTTOM,7,,209624,14756,0,44741,,5416,646,211,121,642,2,0,27504,1758,1120,1,1,11,0,0,23,0,3,11,False,0,76,0,0,1,0,300,0,0,0,314.64244227663784,0.18137456765077256,0,16,30,0,2,0,646,0,0,7,0,0,0,0,0,,0,2,2813.880058086933,0,330.0790552264027,0,0,0,0,0,0,0,0.75,2,0.23076923076923078,0,0,0,0,0,0,0,0,47,0,0,0,6,0,1,,0,0,0,0,0,6672,0,0,0,0,0,7,1,0,0,0,0,0,0,0,156,0,0,0,0,11,0,0,0,12,0,1,3,0,0,1,0.06498732260504723,0,0,0,0,1,0,10,0,-0.3073219060897827,0.5072377585096097,3,0,1,5002,5008,5005,8100,8000,9923,55,79,0,8139,986,0,0,8138,18,0,0,8135,550,5,0,9111,449,240,0,9103,38,20,0
271,1229,CLASSIC,1672256693545,0,0,1,0,0,0,0,18,0,0,1,3153,3153,3153,4700,0,5,0,0,0,0,0,False,False,False,False,False,True,0,6491,5000,0,0,0,0,1055,6672,3006,0,0,0,3340,10,0,2,BOTTOM,321,0,1,477,9281,836,6017,0,4,0,0,0,0,0,0,0,44168,6090,4582,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,10,13,14,3,2,4,2,7,42,False,BOTTOM,1,,55834,7400,0,10973,,1471,86,93,9,127,2,0,2384,473,372,1,1,2,0,0,9,0,0,6,True,0,40,0,0,0,0,0,0,0,0,360.97124296783875,0.16082409595291872,0,5,8,0,0,0,86.85321044921875,0,0,2,4,0,0,0,0,,0,0,1230.0449093760906,0,316.6243007928425,0,1,0,0,0,0,0,0.6,0,0.13636363636363635,0,0,0,0,1,0,1,0,36,0,0,0,2,0,1,,0,0,0,0,0,6672,0,0,0,0,0,2,1,0,0,0,0,0,0,0,42,0,0,0,1,6,0,2,0,3,0,0,2,0,0,0,0.14098547081920287,0,2,0,0,1,0,3,0,0.648313045501709,0.4665675658840377,0,0,0,5002,5008,5005,8100,8000,9923,26,78,0,8139,294,0,0,8138,3,0,0,8135,160,2,0,9111,220,60,0,9103,0,0,0
272,1409,CLASSIC,1672247974065,0,0,4,0,0,0,5,18,0,0,1,8774,12576,8774,8830,0,2,0,2,1,0,0,False,False,False,True,False,True,0,10778,9450,0,0,1,0,1055,6672,3006,3095,3086,2015,3340,11,2,10,BOTTOM,414,5,2,527,20878,2931,1146,0,8,0,0,0,0,0,0,0,76502,12067,14895,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,24,26,23,6,4,4,4,7,42,False,BOTTOM,4,,104320,15734,0,16055,,4879,604,124,35,43,3,0,6940,735,14,3,3,1,0,0,10,0,0,6,True,0,79,0,0,0,0,0,0,0,0,669.6987136601164,0.20883779026612848,0,2,1,0,1,0,604,0,0,6,0,0,0,0,0,,0,0,1409.6780403726839,0,458.7590499904346,0,2,0,0,0,0,0,7,1,0.6363636363636364,0,3,0,0,1,0,2,0,44,0,0,0,57,0,3,,0,0,0,2,0,6672,0,2,0,0,0,11,1,0,0,0,1,0,1,1,14,0,0,0,2,6,1,0,1,14,1,0,7,0,0,0,0.2707005838368753,0,2,0,0,1,5,5,0,0.606142520904541,0.45019446384010753,0,0,0,5002,5008,5005,8100,8000,9923,49,90,0,8139,697,0,0,8138,18,0,0,8135,270,3,0,9111,891,280,0,9103,20,10,0
273,1056,CLASSIC,1672246528922,0,0,2,0,0,0,1,498,0,0,1,263,263,263,3062,0,2,0,0,0,0,0,False,False,False,False,False,True,0,4413,3900,0,0,0,0,1055,6672,0,0,0,0,3340,7,0,1,NONE,220,0,1,418,0,0,3605,0,0,0,0,0,0,0,0,0,33999,4854,3252,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,30,7,31,3,1,4,2,7,42,False,BOTTOM,1,,33999,4854,0,6927,,1046,149,60,1,35,2,0,0,0,69,0,0,2,0,0,6,0,1,4,False,0,71,0,0,0,0,0,0,0,0,275.59225224283057,0.12324534228249791,0,2,26,0,0,0,149.99996948242188,0,0,1,0,0,0,0,0,,0,0,1056.8695108724783,0,250.55599344120574,0,0,0,0,0,0,0,1.5,0,0.3333333333333333,0,1,0,0,0,0,0,10,28,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,0,0,133,44,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0.1814716459879446,0,2,0,0,1,5,2,0,-0.05128127336502075,0.37175817033128167,1,1,0,5002,5008,5005,8000,8100,8008,8,0,0,8009,525,0,0,9103,0,0,0,8014,63,0,0,8139,354,0,0,8135,160,2,0
274,1475,CLASSIC,1672089558448,0,0,4,0,0,0,1,18,0,0,1,8074,12404,8074,4585,0,4,0,0,0,0,0,False,False,False,False,False,False,0,8381,7375,0,0,1,0,1055,6672,3046,1037,0,0,3340,10,0,2,BOTTOM,395,0,1,574,16658,1173,4653,0,0,0,0,1,0,0,0,0,60502,7183,6464,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,22,15,19,4,2,4,3,7,42,False,BOTTOM,2,,80690,9192,0,12471,,2740,178,104,7,110,2,0,3529,835,1353,3,6,0,0,0,10,0,1,5,True,0,60,0,0,0,0,0,0,0,0,373.7417860599551,0.13069434115554895,0,4,4,0,1,0,178,0,0,5,0,0,0,0,0,,0,1,1475.697408551942,0,340.7720331659711,0,2,0,0,0,0,0,1.5,0,0.16216216216216217,0,1,0,0,0,0,2,0,45,0,0,0,39,0,1,,0,0,1,0,0,6672,0,0,0,0,0,4,1,0,0,0,0,0,0,0,21,0,0,0,0,5,0,0,0,6,0,0,1,0,0,0,0.12912815627665228,0,2,0,0,4,10,4,0,0.04356682300567627,0.4095097501762304,1,1,0,5002,5008,5005,8100,8000,9923,42,82,0,8139,456,0,0,8138,7,0,0,8135,400,4,0,9111,133,120,0,9103,0,0,0
275,122,CLASSIC,1672089028670,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,0,547,500,0,0,0,0,1055,2003,0,0,0,0,3340,2,0,0,NONE,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,0,0,0,0,0,4,0,7,42,True,BOTTOM,0,,199,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,123.0329944797373,0,267.011400454969,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5002,5008,5005,8100,8000,9923,0,0,0,8139,0,0,0,8138,0,0,0,8135,0,0,0,9111,0,0,0,9103,0,0,0
276,2011,CLASSIC,1672086470350,0,0,13,0,0,0,0,18,0,0,1,6428,29050,6428,8446,0,4,0,0,0,0,0,False,False,False,False,False,False,0,12891,11250,0,1,1,0,1055,6672,3006,3094,3095,3086,3340,16,1,2,BOTTOM,524,2,1,921,27954,2689,9210,0,4,0,0,1,0,0,0,0,128311,14441,9590,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,25,18,25,5,2,4,4,7,42,False,BOTTOM,5,,166415,18980,0,21223,,4701,297,196,18,174,3,0,10150,1848,2422,3,4,2,0,0,16,0,1,9,True,0,73,0,0,1,0,0,0,0,0,566.1867109455918,0.15202937247760928,0,4,0,0,2,0,297.798095703125,0,0,7,4.000000029802322,0,0,0,0,,0,0,2011.365329310837,0,384.5565301356875,0,2,0,0,0,0,0,3.75,0,0.36585365853658536,0,0,0,0,0,0,2,0,54,0,0,0,16,1,2,,0,0,0,0,0,6672,0,0,0,0,0,12,1,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,15,0,0,1,0,0,1,0.17614638319898251,0,2,0,0,0,0,8,0,0.3821800947189331,0.485162865858094,1,1,1,5002,5008,5005,8100,8000,9923,49,81,0,8139,695,0,0,8138,18,0,0,8135,550,5,0,9111,376,300,0,9103,26,20,0
277,121,CLASSIC,1672085902983,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,0,544,500,0,0,0,0,1055,2003,0,0,0,0,3340,2,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,0,0,0,0,0,4,0,7,42,False,BOTTOM,0,,506,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,121.52067563416735,0,268.8234311567946,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,0,0,,0,,,0,0,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5002,5008,5005,8100,8000,9923,0,0,0,8139,0,0,0,8138,0,0,0,8135,0,0,0,9111,0,0,0,9103,0,0,0
278,3397,CLASSIC,1672001499087,0,0,11,0,0,0,0,498,0,0,1,6364,24979,6364,21523,0,11,0,1,1,0,0,False,False,False,False,False,False,0,19425,20000,0,0,1,3,3046,6672,6676,3036,3072,3026,3340,26,1,8,BOTTOM,594,3,2,741,0,0,18373,0,8,0,1,0,0,0,0,0,245242,24679,18229,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,75,26,82,15,6,4,3,7,42,False,BOTTOM,4,,267842,28373,0,39966,,8465,0,239,4,346,1,0,22600,3694,3363,2,3,11,0,0,27,0,2,15,False,0,198,0,0,0,0,0,0,0,0,501.02408703702855,0.13786572989306795,0,11,2,0,6,0,0,0,1,5,4.000000029802322,1,0,0,0,,0,0,3397.890762608547,0,343.0115971724877,0,1,0,0,0,1,0,1.7272727272727273,0,0.35185185185185186,0,2,0,0,0,0,0,6,29,0,0,0,3.0000000298023224,0,1,,0,0,0,1,0,6672,0,0,0,1,0,14,1,0,0,0,0,0,0,0,19,68,0,0,0,15,0,4,0,19,1,0,0,0,0,1,0.1356035911273509,3,0,0,0,0,0,10,0,-0.2311176061630249,0.4828767822788369,2,0,1,5002,5008,5005,8000,8100,8008,13,2,0,8009,2782,0,0,9103,29,50,0,8014,680,0,0,8139,1295,0,0,8135,550,5,0
279,1228,CLASSIC,1671999935086,0,0,1,0,0,0,0,498,0,0,1,0,0,0,5093,0,9,0,0,0,0,0,False,False,False,False,False,True,0,4110,3775,0,0,0,0,1055,3006,6670,1037,0,0,3340,10,0,0,BOTTOM,0,0,0,235,0,0,2765,0,0,0,0,0,0,0,0,0,20406,3599,9757,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,DUO,0,27,11,24,3,3,4,2,7,42,False,BOTTOM,3,,23756,3599,0,12612,,653,0,50,3,144,1,0,3350,0,90,0,0,4,0,0,6,0,0,4,False,0,65,0,0,0,0,0,0,0,0,175.7543108573533,0.17287401317376755,0,9,2,0,0,0,0,0,0,3,0,0,0,0,0,,0,1,1228.9310883460519,0,200.67699132852465,0,0,0,0,0,0,0,0.1111111111111111,0,0.16666666666666666,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,27,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0.11429787756077107,0,2,0,0,0,0,1,0,-0.5835576057434082,0.31743726096594127,0,0,0,5002,5008,5005,8000,8100,8008,15,5,0,8009,281,0,0,9103,0,0,0,8014,18,0,0,8139,264,0,0,8135,70,1,0
280,1572,CLASSIC,1671830870759,0,0,6,0,0,0,2,498,0,0,1,3391,6484,3391,8055,0,7,0,1,1,0,0,False,True,False,False,False,True,0,9193,7600,0,0,0,0,1055,6672,3006,3046,0,0,3340,12,2,6,BOTTOM,365,2,2,503,0,0,4437,0,4,0,0,0,0,0,0,0,75743,11473,11517,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,48,20,51,8,3,4,3,7,42,False,BOTTOM,3,,89196,12117,0,16732,,2478,186,92,3,188,2,0,13452,644,776,1,1,1,0,0,10,0,0,8,True,0,127,0,0,0,0,0,0,0,0,462.27661071434073,0.15908956505669258,0,7,4,0,1,0,186.9000244140625,0,0,3,0,1,0,0,0,,0,0,1572.7894353290824,0,350.72081971645747,0,3,0,0,0,0,0,1.7142857142857142,1,0.41379310344827586,0,1,0,0,2,0,0,20,30,0,0,0,2,1,1,,0,0,0,1,0,6672,0,1,0,1,0,11,1,0,0,0,0,0,0,0,24,56,0,0,0,8,0,2,0,12,0,0,3,0,0,1,0.1364929893063054,0,4,0,0,0,0,4,0,-0.22656887769699097,0.41914751622930313,0,0,0,5002,5008,5005,8000,8100,8008,30,4,0,8009,1270,0,0,9103,25,50,0,8014,389,0,0,8139,702,0,0,8135,400,4,0
281,233,CLASSIC,1671829622404,0,0,1,0,0,0,0,498,0,0,1,0,0,0,283,0,0,0,0,0,0,0,True,False,False,False,False,True,0,1128,500,0,0,0,0,1055,0,0,0,0,0,3340,2,0,0,NONE,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,5055,1079,782,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,10,2,1,0,1,4,0,7,42,False,BOTTOM,0,,5055,1079,0,943,,153,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,13,0,0,0,0,0,0,0,0,277.0128172480681,0.15879323393841366,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,233.82721207307867,0,289.6920765741743,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,8,,0,0,,0,,,0,0,0,0,0,,0,0,0,0,1,1,,0,0,0,0,0,0,0,2,16,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0.3736507949048971,0,0,0,0,0,0,0,0,,0,0,0,0,5002,5008,5005,8000,8100,8008,0,0,0,8009,116,0,0,9103,0,0,0,8014,9,0,0,8139,111,0,0,8135,70,1,0
282,1324,CLASSIC,1671810801851,0,0,2,0,0,0,0,498,0,1,1,0,51,0,6891,0,6,0,0,0,0,0,False,False,False,False,False,False,0,4867,4200,0,0,0,2,1055,6671,1001,0,0,0,3340,9,0,0,BOTTOM,280,0,0,634,0,0,2720,0,0,0,1,0,0,0,0,0,44787,6071,10589,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,CARRY,0,27,13,35,4,3,4,3,7,42,False,BOTTOM,4,,48137,6071,0,13632,,1421,244,77,4,161,2,0,3350,0,322,0,0,9,0,0,8,0,1,4,False,0,79,0,0,0,0,0,0,0,0,275.0324291018811,0.1588730129486871,0,6,10,0,0,0,244.53216552734375,0,0,4,0,0,0,0,0,,0,0,1324.5276842292137,0,220.49944343553526,0,1,0,0,0,0,0,0.3333333333333333,0,0.2,0,0,0,0,0,0,0,5,34,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,54,42,0,0,0,4,0,6,0,2,0,0,2,0,0,0,0.13962320697565486,0,0,0,0,0,0,3,0,-0.5860595703125,0.3886944064704813,1,1,0,5002,5008,5005,8000,8100,8008,16,0,0,8009,524,0,0,9103,0,0,0,8014,59,0,0,8139,421,0,0,8135,160,2,0
283,927,CLASSIC,1671809284856,0,0,1,0,0,0,0,498,0,0,1,0,314,0,3154,0,3,0,0,0,0,0,False,False,False,False,False,True,0,3431,2975,0,0,0,0,1055,1018,1037,1042,1036,1036,3340,7,0,0,NONE,240,0,0,435,0,0,2162,0,0,0,0,0,0,0,0,0,28748,3258,5247,0,p8bl0MvZHFp_3Xv0n-ct7HIqGxGD1eNKWbTEWeRkygFnIhPjg_7KsMItrmERLTuhXjh5tsLUwwX55w,0,SUPPORT,0,23,3,26,2,1,4,2,7,42,False,BOTTOM,4,,28748,3258,0,7549,,796,0,61,4,51,1,0,0,0,140,0,0,1,0,0,6,0,0,4,False,0,54,0,0,0,0,0,0,0,0,210.72014832653744,0.15404483936967056,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,927.8004573964063,0,221.92820260989726,0,0,0,0,0,0,0,0.3333333333333333,0,0.25,0,0,0,0,0,0,0,10,36,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,27,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0.1584855242918986,0,0,0,0,0,0,2,0,-0.0904584527015686,0.39511641799879993,0,0,0,5002,5008,5005,8000,8100,8008,6,0,0,8009,254,0,0,9103,0,0,0,8014,11,0,0,8139,273,0,0,8135,70,1,0
