,gameDuration,gameMode,gameStartTimestamp,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,championId,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,puuid,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardTimeCoverageInRiverOrEnemyHalf,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earliestDragonTakedown,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,fasterSupportQuestCompletion,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,highestWardKills,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,mythicItemUsed,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,shortestTimeToAceFromFirstTakedown,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,defense,flex,offense,primaryStyle,secondaryStyle,primaryPerk0,primaryVar10,primaryVar20,primaryVar30,primaryPerk1,primaryVar11,primaryVar21,primaryVar31,primaryPerk2,primaryVar12,primaryVar22,primaryVar32,primaryPerk3,primaryVar13,primaryVar23,primaryVar33,secondaryPerk0,secondaryVar10,secondaryVar20,secondaryVar30,secondaryPerk1,secondaryVar11,secondaryVar21,secondaryVar31
496,1454,CLASSIC,1656777373221,,,5,,0,,0,61,0,,5,1567,1567,1567,6648,,7,3,0,0,,,False,False,False,False,False,True,,6612,6225,,0,0,0,3853,3067,3020,0,6655,3070,3364,16,0,3,BOTTOM,0,0,1,379,40607,11639,3078,,3,0,0,0,0,0,,0,3375,914,11419,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,90,46,24,6,4,3,3,4,114,False,UTILITY,21,,43998,12569,259,14997,,1252,0,34,253,134,1,0,15,15,499,0,0,5,0,,51,3,2,21,False,0,166,0,3,0,0,0,0,1,0.2891531891370011,3,518.425146043365,0.1631747697343696,0,7,0,0,0,,1,259.5,0,0,14,0,0,0,0,0,1,0,0,1454.6871278803044,0,272.7459075792045,0,1,3,0,0,0,0,0,1.1428571428571428,0,0.32,0,1,0,0,0,0,4,38,14,0,0,0,23,0,1,,-88.00000005960464,0,0,0,0,6655,0,1,0,0,0,4,,0,0,0,0,0,0,0,,8,101,0,0,2,18,1,0,0,8,0,0,6,0,0,0,0.18853363933439277,0,0,0,0,1,0,0,0,9.609452247619629,2.122324226697001,2,1,0,5003,5008,5005,8200,8300,8214,1017,0,0,8226,250,628,0,8210,0,0,0,8237,508,0,0,8345,3,0,0,8347,0,0,0
497,1304,ARAM,1656775659151,,,28,,0,,0,11,0,,0,1492,1492,1492,30290,,15,0,3,0,,,True,False,False,False,False,False,,16320,14425,,0,3,0,1037,3124,3006,3153,6333,6691,2052,27,3,12,TOP,0,3,2,90,685,685,13017,,0,0,0,0,0,0,,0,60473,33382,19631,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,44,25,36,11,26,32,4,4,114,False,,4,,85267,49134,0,36258,,8275,0,27,72,390,1,0,24109,15066,3609,1,3,2,0,,0,0,0,0,True,0,116,0,0,0,0,975,0,0,,0,2258.7589406979914,0.17377768419496575,0,15,11,0,0,,1,0,0,0,0,0,0,0,0,0,,0,11,1305.181503659702,0,750.2423223115611,0,,0,0,0,0,0,2,2.6666666666666665,7,0.5,0,5,0,0,0,0,0,0,14,0,0,0,1,0,2,,-22,0,0,3,0,6691,0,5,0,0,0,29,,0,0,0,0,0,0,0,,103,0,16,0,1,0,0,1,0,40,1,5,28,0,0,0,0.27768015638809757,0,0,0,0,0,0,0,0,-1,0,0,0,0,5002,5008,5005,8100,8000,9923,72,85,0,8143,1024,0,0,8138,18,0,0,8135,400,5,0,9111,1812,400,0,9104,3,30,0
498,1423,CLASSIC,1656773854414,,,3,,0,,0,526,0,,6,60,60,60,17302,,5,3,0,0,,,False,False,False,False,False,True,,5805,5600,,0,0,0,3190,3860,2055,1028,3076,3047,3364,20,0,1,BOTTOM,0,0,1,320,11785,5741,3460,,0,0,0,0,0,0,,0,3399,1031,8825,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,32,29,23,5,5,14,2,4,114,False,UTILITY,38,,21783,7697,0,12286,,1507,669,37,157,102,4,0,6598,924,0,0,0,2,0,,45,4,4,17,False,0,89,0,0,0,0,375,0,1,0.3595377235411424,3,324.3981440532873,0.1341137191517323,0,5,0,0,0,,0,669.6495361328125,0,0,49,0,0,0,0,0,,0,0,1423.6694657106655,0,244.6586206993135,0,1,2,0,0,0,0,0,0.8,0,0.5,0,1,0,0,0,0,0,5,16,0,0,0,32,0,1,,-111.00000008940697,0,0,0,0,,0,0,0,0,0,3,,0,0,0,0,0,0,0,,34,22,0,0,1,14,0,3,0,4,0,0,2,0,0,0,0.14609916944290585,0,1,0,0,0,0,0,0,0.2318875789642334,1.9141409254620398,4,1,1,5002,5002,5007,8300,8400,8351,59,373,0,8306,0,0,0,8316,264,0,0,8347,0,0,0,8473,354,0,0,8242,63,0,0
499,1427,ARAM,1656342050570,,,42,,0,,0,12,0,,3,2095,2095,2095,87734,,13,0,0,0,,,False,False,False,False,False,False,,13931,11100,,0,1,2,3068,3075,3083,3211,3067,0,2052,18,0,1,MIDDLE,9,0,1,137,33756,14409,25048,,0,0,0,1,0,0,,0,5076,1151,32917,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,DUO,0,39,29,27,10,25,32,5,4,114,False,,70,,41162,17785,0,66366,,10592,5718,36,114,350,5,0,2329,2224,8400,3,3,4,0,,0,0,0,0,True,3,105,1,0,0,0,300,0,0,,0,747.4953295618949,0.2991567770723811,0,13,0,0,0,,0,5718.548828125,0,0,116,0,0,0,0,0,,1,18,1427.6093065196044,0,585.4975545447116,0,,18,0,0,0,0,0,3.3076923076923075,8,1.075,0,1,0,0,0,0,9,0,8,0,0,1,0,13,2,,-26,0,0,0,0,3068,0,0,0,0,0,33,,0,0,0,0,0,1,0,18.032423723923102,43,0,17,0,0,0,0,3,0,43,0,0,24,0,0,0,0.11117413820340287,0,0,0,2,0,0,0,0,-1,0,0,0,0,5001,5002,5008,8400,8200,8437,1057,1058,0,8446,1191,0,0,8444,3950,0,0,8451,361,0,0,8224,1648,0,0,8237,522,0,0
500,1064,CLASSIC,1656338758038,,,1,,0,,10,18,0,,3,15372,16200,15372,10785,,2,0,9,0,,,False,True,False,False,False,False,,15508,11250,,1,1,0,6671,3006,3046,3072,1018,0,3340,14,3,31,NONE,495,13,3,645,24410,1922,4562,,4,1,0,1,0,0,,0,124922,51442,5994,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,DUO,0,37,24,31,2,2,12,3,7,113,False,TOP,3,,149333,53364,0,10556,,3553,0,123,70,36,1,1,0,0,0,4,4,0,0,,1,0,0,1,True,0,94,0,0,0,0,0,0,0,,0,3001.748090969274,0.29020313473379383,0,2,0,0,0,,1,0,0,0,2,1.5,0,0,0,0,,0,0,1066.6725937155845,0,872.3263051681097,0,,0,0,0,0,0,1,16,0,0.8888888888888888,0,13,0,0,1,0,2,0,58,1,3,0,0,0,0,,-13,0,0,10,0,6671,0,19,0,0,0,1,,0,0,0,0,0,0,0,,3,0,0,0,31,1,0,0,0,32,1,0,23,0,0,0,0.7893676645838401,0,0,0,0,5,0,0,0,0.5604627132415771,0.08777553988553995,0,0,0,5002,5008,5008,8000,8400,8010,408,0,0,9111,1949,640,0,9105,7,40,0,8299,2620,0,0,8429,32,13,11,8451,145,0,0
501,911,CLASSIC,1656337587836,,,0,,0,,38,82,0,,0,10060,10060,10060,16526,,0,0,10,0,,,False,True,False,True,False,False,,14883,7950,,1,1,0,4633,3181,3047,1026,0,0,3340,4,1,38,NONE,0,38,7,0,110366,36795,3111,,0,0,0,1,0,0,,2,16522,6694,9277,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,3,DUO,0,89,47,38,1,1,12,2,7,113,False,TOP,7,,133475,46498,0,12388,,6543,0,124,32,0,1,3,6585,3009,0,4,5,0,2,,0,0,0,0,True,0,175,2,0,0,0,0,0,0,,0,3056.4647583711744,0.3532598251068391,0,0,0,0,0,,1,0,0,0,31,0,0,0,0,0,,1,0,912.7922244101972,0,978.3304864527325,0,,0,0,0,0,0,4,38,0,0.8260869565217391,0,27,0,0,0,0,18,0,70,1,1,0,0,0,0,,-11,1,0,20,0,4633,0,33,0,0,0,0,,0,0,1,0,0,0,0,7.171340865373736,7,0,0,0,38,0,0,2,1,38,4,0,38,0,0,0,0.7807505119625369,0,0,0,0,5,0,0,0,-1,0,0,0,0,5002,5008,5008,8000,8400,8010,1459,0,0,9111,1870,760,0,9105,6,40,0,8299,1279,0,0,8429,20,14,11,8451,169,0,0
502,854,CLASSIC,1656336554236,,,2,,0,,9,86,0,,1,13662,13662,13662,17367,,3,0,6,0,,,False,False,False,True,False,False,,13787,10550,,1,2,0,6631,3181,3006,1055,3033,1036,3340,15,4,26,NONE,491,9,3,350,0,0,5845,,0,0,0,1,0,0,,0,111828,34139,10915,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,DUO,0,61,12,47,4,2,12,3,7,113,False,TOP,32,,113545,35856,0,16760,,5091,0,129,79,43,1,2,1717,1717,0,4,4,0,0,,1,0,0,1,True,0,124,1,0,0,0,0,0,0,,0,2517.1293036955403,0.607306918087428,0,3,0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,0,854.7106357791721,0,967.8499664417167,0,,0,0,0,0,0,4,9.333333333333334,0,0.5283018867924528,0,18,0,0,0,0,0,0,78,1,1,0,0,0,0,,-13,0,0,8,0,,0,19,0,0,0,4,,0,0,1,0,0,0,0,18.296661212771824,5,0,0,0,22,1,0,2,1,28,1,0,28,0,0,0,0.5600311631414999,0,0,0,0,5,0,0,0,0.5568505525588989,0.10928965809390974,0,0,0,5002,5008,5008,8000,8400,8010,1633,0,0,9111,1960,560,0,9105,7,0,0,8299,1053,0,0,8429,15,15,13,8451,154,0,0
503,1120,CLASSIC,1656330204610,,,0,,0,,18,164,0,,1,13092,13092,13092,25717,,2,0,9,0,,,False,False,False,True,False,False,,16636,10500,,2,2,0,1055,6632,3009,3074,3181,0,3340,12,3,40,NONE,0,20,5,572,2001,2001,6626,,0,0,0,1,0,0,,1,129682,43472,17691,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,1,DUO,0,199,39,46,4,4,6,4,7,113,False,TOP,22,,152042,60089,0,25317,,10105,0,123,151,25,1,4,20357,14615,1000,5,5,0,0,,0,0,0,0,True,0,288,0,0,0,0,0,0,0,,0,3216.6102605206183,0.44803783483172827,0,2,0,0,0,,1,0,0,0,34,0,0,0,0,0,,2,0,1120.86458701604,0,890.5786984112427,0,,0,0,0,0,0,2,20,0,0.7843137254901961,0,26,0,0,0,0,11,3,55,1,2,0,0,0,0,,-14,0,0,15,0,6632,0,31,0,0,0,4,,0,0,0,0,0,0,0,21.237836898763817,7,7,0,0,36,0,1,2,1,40,1,0,22,0,0,0,0.7749353944443189,0,0,0,0,5,0,0,0,-1,0,0,0,0,5002,5008,5005,8400,8300,8437,3238,2256,0,8401,1182,0,0,8473,645,0,0,8242,91,0,0,8304,7,3,0,8345,3,0,0
504,1458,CLASSIC,1656328235366,,,7,,0,,2,117,0,,4,1079,2437,1079,3698,,6,2,0,0,,,False,False,False,False,False,True,,6693,6400,,0,0,0,2065,3853,6616,3158,0,0,3364,15,1,3,JUNGLE,0,2,1,363,15555,5320,7173,,0,0,0,0,0,0,,0,2834,808,2300,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,NONE,0,49,13,21,5,2,14,2,4,113,False,UTILITY,19,,22893,6403,1062,9613,,120,0,22,185,102,1,0,4504,274,139,0,0,2,0,,55,2,7,16,True,0,88,0,0,0,0,300,0,1,0.7798464072446096,2,263.40809848745255,0.12708133775377206,0,6,5,0,2,893.7374649999999,0,1062.01513671875,0,0,2,0,0,0,0,0,,0,0,1458.5056399999999,0,275.3735708899967,0,1,1,0,0,0,0,0,1.6666666666666667,1,0.37037037037037035,0,1,0,0,0,0,0,17,2,0,0,0,14,4,2,,-93.00000005960464,0,0,0,0,2065,0,0,0,0,0,9,,0,0,0,0,0,0,0,,64,68,0,0,0,14,0,0,0,10,0,0,3,1,0,0,0.10910647893807618,0,1,0,0,0,0,0,0,2.063321113586426,2.2688768574067115,7,4,0,5002,5008,5008,8200,8300,8214,542,446,0,8226,250,54,0,8210,1,0,0,8237,303,0,0,8345,3,0,0,8347,0,0,0
505,762,ARAM,1656322895341,,,22,,0,,0,27,0,,2,1144,1144,1144,12933,,6,0,2,0,,,True,False,False,True,False,False,,9943,10860,,1,1,0,3009,4633,4637,3116,0,0,2052,13,2,8,NONE,0,3,3,191,38547,15929,9295,,0,0,0,1,0,0,,0,1683,220,7605,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,64,12,16,5,12,32,3,4,113,False,,41,,41316,17116,0,18341,,1914,0,33,309,106,1,1,1085,965,1440,1,4,0,0,,0,0,0,0,True,0,97,3,0,0,0,0,0,0,,0,1347.0348536532313,0.3286289342080589,0,6,0,0,0,,0,0,0,0,16,0,0,0,0,0,,2,6,762.4044097409658,0,782.5543543586118,0,,12,0,0,0,0,4,5,9,0.7692307692307693,0,2,0,0,0,0,12,0,29,,0,0,4,0,2,,-23,0,0,3,0,,0,6,0,0,0,14,,0,0,2,0,0,0,0,8.889613919575481,24,0,7,0,0,0,0,2,1,30,0,0,30,0,0,0,0.2575339677232529,0,0,0,0,0,0,0,0,-1,0,0,0,0,5002,5008,5008,8100,8200,8124,442,0,0,8126,688,0,0,8138,30,0,0,8106,5,0,0,8226,250,128,0,8237,331,0,0
506,1587,CLASSIC,1656321081653,,,6,,0,,0,44,0,,7,539,2691,539,22481,,7,2,1,0,,,False,False,False,False,False,True,,6970,5925,,0,0,0,3190,3857,1028,3047,3070,3067,3364,25,1,3,BOTTOM,0,3,2,340,7599,4135,6743,,4,0,0,0,0,0,,0,6689,2070,12180,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,59,30,29,5,5,14,2,4,113,False,UTILITY,32,,21164,6936,922,19114,,7930,3901,34,62,186,6,0,6875,730,190,1,1,5,0,,54,3,6,18,False,0,123,0,0,0,0,0,1,0,0.44857906736588327,2,262.0960177991478,0.21493413395794797,0,7,26,0,1,697.2101494999999,0,4824.08837890625,0,0,21,4,0,0,0,0,,0,0,1587.8406413,0,263.39926915506203,0,1,5,0,0,0,0,0,1.2857142857142858,1,0.391304347826087,0,0,0,0,0,0,0,0,17,0,0,0,22,0,1,,-104.00000008940697,0,0,1,0,3190,0,0,0,0,0,9,,0,0,0,0,0,4,0,,178,0,0,0,0,16,0,3,0,9,0,0,7,1,0,0,0.11922557695665748,0,0,1,0,0,0,0,0,0.5556455850601196,2.072216549676853,6,5,0,5002,5002,5007,8400,8200,8439,287,829,0,8463,390,0,0,8473,467,0,0,8453,695,431,0,8226,250,307,0,8237,240,0,0
507,1291,CLASSIC,1656319486267,,,6,,0,,2,412,0,,5,422,422,422,10002,,2,2,0,0,,,True,False,False,False,False,True,,6382,4625,,0,0,0,3857,3047,2055,3190,1029,0,3364,19,1,3,BOTTOM,0,2,1,651,11936,4454,3426,,0,0,0,0,0,0,,0,4990,1286,6889,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,23,19,14,3,5,14,2,4,113,False,UTILITY,30,,19498,6295,581,10781,,786,0,41,152,43,1,0,2571,554,465,0,1,0,0,,29,3,3,11,True,0,59,0,0,0,0,0,0,0,0.5952560044017339,2,292.52891912903414,0.17000147976441413,5,2,0,0,0,,0,581.861328125,0,0,35,0,0,0,0,0,,1,0,1291.2211966606058,0,296.56155234311206,0,,6,0,0,0,0,0,4.5,2,0.32142857142857145,0,2,0,0,0,0,6,3,16,0,0,0,23,2,1,,-109.00000005960464,0,0,0,0,,0,0,0,0,0,6,,0,0,0,0,0,0,0,,24,10,0,0,0,9,0,0,0,9,0,0,2,0,0,0,0.10596992148117708,0,1,0,0,1,0,0,0,0.3546173572540283,1.3901336946881309,3,3,0,5002,5008,5008,8300,8400,8351,54,148,0,8306,0,0,0,8345,3,0,0,8347,0,0,0,8473,319,0,0,8242,56,0,0
508,1228,CLASSIC,1656249760940,,,9,,0,,4,25,0,,5,1544,2811,1544,4986,,3,2,0,1,,,False,False,False,False,False,False,,8460,5675,,0,0,0,3853,2420,6653,3020,2055,0,3364,16,3,9,BOTTOM,0,4,1,773,28775,12666,5335,,4,1,0,1,0,0,,0,3508,1745,4539,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,48,47,16,3,4,14,3,4,113,False,UTILITY,48,,32595,14723,0,9898,,1892,0,26,65,84,1,0,311,311,24,1,3,0,0,,34,3,2,14,True,0,114,0,0,0,0,0,0,1,0.6969987994493749,2,719.1146320210644,0.15151952275732797,0,3,0,0,1,903.4850087928647,0,0,0,0,26,0,0,0,0,0,1,1,0,1228.4897317739083,0,413.2096312514587,0,1,14,0,0,0,0,0,6,3,0.6666666666666666,0,4,0,0,0,0,0,11,8,1,0,0,15,4,2,,-100.00000008940697,0,0,0,0,,0,2,0,0,0,14,,0,0,0,0,0,0,0,38.38353426784283,21,51,0,0,0,12,0,0,0,18,0,0,8,1,0,0,0.25428373297042295,0,2,0,0,1,10,0,0,2.9488539695739746,1.6926958391380071,2,2,0,5001,5008,5008,8200,8100,8229,1549,0,0,8226,250,634,0,8210,13,0,0,8236,24,0,0,8138,30,0,0,8105,13,5,0
509,1482,CLASSIC,1656247865916,,,12,,0,,0,117,0,,6,283,1350,283,9206,,5,3,0,0,,,False,False,False,False,False,True,,6592,6550,,0,0,0,2065,3853,3011,3158,0,0,3364,19,0,1,BOTTOM,0,0,1,704,17730,9254,2355,,0,0,0,0,0,0,,0,3146,1419,12518,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,68,20,39,7,5,14,3,4,113,False,UTILITY,41,,23213,11246,1276,15198,,1037,0,21,248,132,1,0,2337,572,324,0,0,4,0,,54,4,8,20,False,1,134,0,0,0,0,0,0,1,0.513029864782143,3,454.9323131927941,0.1544779611684263,0,5,0,0,1,825.2660649646574,0,1276.516357421875,0,0,7,0,0,0,0,0,1,0,0,1483.2765019931285,0,266.6648626051027,0,1,2,0,0,0,0,0,2.6,2,0.6842105263157895,0,0,0,0,1,0,0,28,7,0,0,0,0,0,1,,-103.00000008940697,0,0,0,0,2065,0,0,0,0,0,12,,0,0,0,0,0,1,0,,24,118,0,0,0,17,0,0,0,13,0,0,7,0,0,0,0.18530000329846347,0,0,0,0,0,0,0,0,0.8447962999343872,2.1875717602834244,8,8,0,5001,5008,5008,8200,8100,8229,1812,0,0,8226,250,344,0,8210,0,0,0,8236,24,0,0,8138,30,0,0,8105,11,4,0
510,2230,ARAM,1656245001063,,,26,,0,,2,76,0,,5,2880,2880,2880,19486,,17,0,0,0,,,True,False,False,False,False,False,,23075,20500,,0,2,2,3157,6655,3102,3135,3089,3100,0,25,3,11,MIDDLE,0,3,1,181,122411,61957,40555,,0,0,0,1,0,0,,0,22119,2496,8451,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,187,87,64,28,33,32,7,4,112,False,,0,,162621,66674,0,51353,,15574,1296,65,115,538,4,0,18090,2220,2346,2,3,2,0,,0,0,0,0,True,0,366,0,0,0,0,300,0,0,,0,1793.4984081338075,0.1777684703664474,0,17,3,0,0,,0,1296.8375244140625,0,0,0,0,0,0,0,0,,0,4,2230.537420249295,0,620.708840975311,0,,0,0,0,0,0,0,2.176470588235294,15,0.5873015873015873,0,1,0,1,4,0,0,17,11,0,0,1,4,28,2,,-22,0,0,0,0,6655,0,1,0,0,0,30,,6,0,0,0,0,0,0,13.283894833800332,108,128,18,0,0,0,0,2,0,37,1,0,16,0,0,0,0.2627443053101508,0,0,0,0,0,0,0,0,-1,0,0,0,0,5002,5008,5008,8100,8000,8128,4088,37,0,8143,178,0,0,8138,30,0,0,8135,400,5,0,8009,6763,0,0,8014,1488,0,0
511,2760,CLASSIC,1656231321455,,,15,,0,,0,412,0,,5,1273,2810,1273,53155,,12,3,0,0,,,False,False,False,False,False,True,,10207,9325,,0,0,1,3190,3107,3857,3075,3047,0,3364,23,0,0,BOTTOM,41,0,0,510,35050,12616,11229,,0,0,0,0,0,0,,0,9249,1486,22878,,RKmBWrKuzlo4ZGADQc6zoxtRBRdPakcXDN6cipGyK1EGxIaUTwqu4U4zRoEdm_PQ1r2_y5jYkrxvHw,0,SUPPORT,0,55,28,39,15,11,14,3,4,112,False,UTILITY,57,,51254,17233,1773,35168,,2138,1232,60,199,446,5,0,6954,3130,1059,0,4,7,0,,91,3,11,35,False,1,137,0,0.4000000059604645,0,0,0,0,0,0.044081399574551386,3,374.5881766134671,0.185503154925871,0,12,22,0,2,1285.4647954412403,0,3005.617431640625,0,0,79,0,0,0,0,0,,0,2,2760.3373280771248,0,221.881806467165,0,1,7,0,0,0,0,0,1.25,0,0.40540540540540543,0,0,0,0,0,0,7,4,15,0,0,0,14.400000005960464,0,1,,-112.00000008940697,0,0,0,0,3190,0,0,0,0,0,14,,0,0,0,0,0,0,0,,169,21,0,0,0,32,0,8,0,15,0,0,1,0,0,1,0.11279224230307187,0,0,0,0,2,0,0,1,0.17831480503082275,1.985682900715102,11,2,1,5002,5002,5007,8400,8300,8439,1355,1483,0,8463,1928,0,0,8473,742,0,0,8242,92,0,0,8345,3,0,0,8347,0,0,0
